epoch_id,timestamp,break_v,break_E_eV,n_points,PA_bins,status,features,cone_half_width_deg,input_file,break_index,error_message
294,2022-03-02 16:59:09,442008252.0894315,55.54422988084087,5541,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4379.0,
295,2022-03-02 17:00:09,442180213.168736,55.58745669230947,5423,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4332.0,
296,2022-03-02 17:01:09,442925005.1674474,55.77487331102781,5329,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4289.0,
297,2022-03-02 17:02:09,409951796.49431556,47.77974003945638,5327,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4004.0,
298,2022-03-02 17:03:09,409979268.6606227,47.786143996979554,5354,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4012.0,
299,2022-03-02 17:04:09,441907403.5542037,55.51888684630481,5148,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4152.0,
300,2022-03-02 17:05:09,442341911.56065965,55.628119053716226,5364,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4313.0,
301,2022-03-02 17:06:09,442410049.6674498,55.64525822390432,5321,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4238.0,
302,2022-03-02 17:07:09,442128419.1456324,55.5744351716202,5213,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4159.0,
303,2022-03-02 17:08:09,439278695.28642595,54.860337651540235,5055,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3958.0,
304,2022-03-02 17:09:09,441823966.07976836,55.497923547920536,5451,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4368.0,
305,2022-03-02 17:10:09,441811008.7643109,55.494668434511965,5519,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4407.0,
306,2022-03-02 17:11:09,434056405.71246934,53.563695726102154,5200,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4165.0,
307,2022-03-02 17:12:09,443750984.7031287,55.983088511089,5179,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4243.0,
308,2022-03-02 17:13:09,442386098.5899173,55.63923337063244,5313,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4288.0,
309,2022-03-02 17:14:09,478179135.33438796,65.00689748247261,5345,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4518.0,
310,2022-03-02 17:15:09,409486106.023537,47.67124956862493,5408,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4072.0,
311,2022-03-02 17:16:09,441826061.23346585,55.49844989761792,5135,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4120.0,
312,2022-03-02 17:17:09,443451951.53956604,55.90766260769631,4987,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4049.0,
313,2022-03-02 17:18:09,443435962.18564343,55.903631003887405,5296,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4295.0,
314,2022-03-02 17:19:09,442503339.20712936,55.66872816020502,5421,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4388.0,
315,2022-03-02 17:20:09,443293226.3540358,55.8676476028793,5393,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4323.0,
316,2022-03-02 17:21:09,444453606.1431528,56.16051260912493,4938,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4002.0,
317,2022-03-02 17:22:09,444068211.9808622,56.063159141951765,4932,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4014.0,
318,2022-03-02 17:23:09,434199648.8412483,53.59905471303498,4933,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3928.0,
319,2022-03-02 17:24:09,442460309.1040899,55.65790196104313,4419,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3560.0,
320,2022-03-02 17:25:09,439969275.045234,55.03296254118903,5041,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4029.0,
321,2022-03-02 17:26:09,434804257.8066632,53.74842853949347,4926,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3936.0,
322,2022-03-02 17:27:09,434354020.12908655,53.63717370268853,5137,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4074.0,
323,2022-03-02 17:28:09,441682754.6252073,55.46245381007273,5227,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4149.0,
324,2022-03-02 17:29:09,443153175.09694725,55.832352237072016,5167,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4103.0,
325,2022-03-02 17:30:09,441159521.5996518,55.331126071897266,5477,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4345.0,
326,2022-03-02 17:31:09,444124993.21213037,56.077497203714174,5097,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4049.0,
327,2022-03-02 17:32:09,467407006.94617444,62.11101579547284,4905,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4032.0,
328,2022-03-02 17:33:09,498650509.0160137,70.69207475851547,4672,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4008.0,
329,2022-03-02 17:34:09,509843914.9834077,73.90140162090653,4439,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3853.0,
330,2022-03-02 17:35:09,435453052.45558083,53.908950011650106,4943,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3867.0,
331,2022-03-02 17:36:09,442325663.227694,55.62403240681974,4994,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4023.0,
332,2022-03-02 17:37:09,443113803.5925897,55.82243193784228,5013,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4012.0,
333,2022-03-02 17:38:09,433874734.5851591,53.518867724750834,5054,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3960.0,
334,2022-03-02 17:39:09,467304590.033133,62.083799594248056,5108,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4208.0,
335,2022-03-02 17:40:09,443158707.2699525,55.833746229836414,4915,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3927.0,
336,2022-03-02 17:41:09,443393701.2678602,55.892975908783676,5008,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4008.0,
337,2022-03-02 17:42:09,466629630.8844834,61.9045855782839,5045,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4191.0,
338,2022-03-02 17:43:09,502786512.26746416,71.86963384665414,4893,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4237.0,
339,2022-03-02 17:44:09,434794771.98419756,53.74608338081445,5158,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4093.0,
340,2022-03-02 17:45:09,442917963.65934724,55.77309993587044,5542,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4401.0,
341,2022-03-02 17:46:09,443513590.9032348,55.923205902695635,5484,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4426.0,
342,2022-03-02 17:47:09,440622748.0199912,55.19656151423599,5439,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4312.0,
343,2022-03-02 17:48:09,443014056.16310674,55.797302874663735,5218,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4238.0,
344,2022-03-02 17:49:09,434374950.3006776,53.6423430449549,5260,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4145.0,
345,2022-03-02 17:50:09,435490968.69652164,53.918338457618056,5508,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4368.0,
346,2022-03-02 17:51:09,442646709.5755883,55.7048071603667,5265,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4193.0,
347,2022-03-02 17:52:09,443373230.0000753,55.887814925845596,5508,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4449.0,
348,2022-03-02 17:53:09,442967951.23579085,55.78568971388599,5245,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4280.0,
349,2022-03-02 17:54:09,442200786.0926159,55.592629348546446,5376,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4362.0,
350,2022-03-02 17:55:09,462717790.30390906,60.871021420135385,5361,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4424.0,
351,2022-03-02 17:56:09,465658006.0085411,61.64705622040193,5391,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4524.0,
352,2022-03-02 17:57:09,436917620.3800671,54.272185916044606,5290,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4227.0,
353,2022-03-02 17:58:09,426032374.06265026,51.601627477334965,5368,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4253.0,
354,2022-03-02 17:59:09,442160843.3937149,55.58258676409835,5298,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4324.0,
355,2022-03-02 18:00:09,443389489.94283164,55.89191417800192,5418,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4414.0,
356,2022-03-02 18:01:09,442175450.7453495,55.58625930911482,5443,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4420.0,
357,2022-03-02 18:02:09,434272731.3771048,53.61709933608963,5084,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4062.0,
358,2022-03-02 18:03:09,441622837.4310037,55.447407131536295,4893,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3966.0,
359,2022-03-02 18:04:09,444230997.6398623,56.104269722745116,4674,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3775.0,
360,2022-03-02 18:05:09,467501080.3505213,62.13602005350162,4835,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4019.0,
